Company_Name,HeadQuarter,What_it_does,Investor,funding_year,Amount($),Stage,Sector
Smallcase,Bengaluru,Changing how India invests in equities,"WEH Ventures, BEENEXT",2020,0.0,Undisclosed,Finance and FinTech
CueMath,Bengaluru,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,"Sequoia Capital India, CapitalG",2020,40000000.0,Series C,Education
Gamerji,Ahmedabad,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",La Gajjar Group.,2020,0.0,Seed Round,Media and Entertainment
5C Network,Bengaluru,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate","Axilor Ventures, Unitus Ventures",2020,1200000.0,Pre-Series A,Healthcare and Wellness
Ethereum Push Notification Service,Mumbai,EPNS is a decentralized notification protocol,Prolific angel investors,2020,750000.0,Seed Round,Finance and FinTech
Mihup,Kolkata,Intelligence-based personal mobile assistant app,"Ideaspring Capital, Accel",2020,1500000.0,Series A,Technology
RuralBasket,Tirunelveli,Naturally grown and healthy products directly from farmers.,Nativelead Foundation,2020,500000.0,Undisclosed,E-Commerce and Retail
WayCool Foods,Chennai,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.","FMO, IndusInd Bank",2020,7800000.0,Debt Financing,Agriculture and Food
Infra.Market,Thane,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,"Trifecta Capital Advisors, Nexus Venture Partners",2020,20000000.0,Series B,Real Estate and Construction
Info Edge Venture,Noida,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",Lightbox,2020,50000000.0,Undisclosed,Finance and FinTech
Clovia,Noida,Clovia is the online lingerie retailer,"Golden Birch Investments, She Capital",2020,4000000.0,Pre-Series A,E-Commerce and Retail
Codingal,Bengaluru,Coding education platform for K-12 students,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",2020,560000.0,Seed Round,Education
CRED,Bengaluru,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,"General Catalyst, Ribbit Capital",2020,80000000.0,Series C,Finance and FinTech
Vistaar Finance,Bengaluru,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,FMO,2020,30000000.0,Undisclosed,Finance and FinTech
Let's Dive,Bengaluru,A platform for remote employee engagement and building team culture,Surge,2020,1700000.0,Undisclosed,Technology
Habitat,Unknown,"Habitat, a social learning edtech platform for civil service aspirants","Unitus Ventures, Whiteboard Capital",2020,600000.0,Seed Round,Education
SAWO Labs,Mumbai,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,"StartupXseed Ventures, 100X.VC",2020,600000.0,Seed Round,Technology
Signzy,Bengaluru,Signzy are creating 'building blocks for a Digital Trust system.,"Stellaris Venture Partners, Mastercard",2020,3000000.0,Undisclosed,Technology
KopyKitab,Bengaluru,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.","Paula Mariwala, Siddharth Anand",2020,0.0,Undisclosed,Education
Raskik,Unknown,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,"Venture Catalysts, 9Unicorns",2020,1000000.0,Pre-Series A,Agriculture and Food
GetWork,Gurugram,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,India Accelerator,2020,40000.0,Pre-Seed,Technology
Mobile Premier League (MPL),Bengaluru,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Pegasus Tech Ventures, Base Partners",2020,500000.0,Series B,Media and Entertainment
Pravasirojgar,Unknown,Initiative for blue-collar job workers,GoodWorker.,2020,33000000.0,Undisclosed,Internet
Omatra Hotels,Kolkata,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,Capify,2020,0.0,Seed Round,Technology
Awign,Bengaluru,Operations and manpower outsourcing startup,"Unitus Ventures, Work10M",2020,0.0,Pre-Series A,Internet
NewsReach,Gujarat,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,"Mumbai Angels, JITO Angel Network.",2020,1500000.0,Seed Round,Media and Entertainment
Cashfree,Bengaluru,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,"George Osborne, Smilegate Investment",2020,35000000.0,Series B,Finance and FinTech
Credgenics,New Delhi,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Accel India, Breadlake Ventures",2020,3000000.0,Pre-Series A,Finance and FinTech
GeoIQ,Bengaluru,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.","Ankur Mittal, Mitesh Shah",2020,300000.0,Seed Round,Technology
Country Delight,Chandigarh,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,"IIFL Asset Management, Matrix Partners",2020,25000000.0,Series C,Agriculture and Food
Quintype,Bengaluru,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",IIFL AMC,2020,3500000.0,Series A,Marketing and Advertising
CARS24,Chandigarh,CARS24 is an India-based platform for selling used cars.,"Global Car Group, Freemark holdings",2020,200000000.0,Series E,E-Commerce and Retail
Astrogate Labs,Bengaluru,Astrogate Labs provides high-quality products related to space infrastructure.,"Venture Catalysts, Speciale Invest",2020,0.0,Undisclosed,Technology
Power Gummies,New Delhi,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Venture Catalysts,2020,0.0,Bridge,Healthcare and Wellness
Cityflo,Mumbai,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,"Anupam Mittal, India Quotient",2020,7000000.0,Series A,Transportation and Mobility
AlgoBulls,Mumbai,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,Venture Catalysts,2020,200000.0,Undisclosed,Technology
Credgenics,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Accel India, Breadlake Ventures",2020,3000000.0,Pre-Series A,Finance and FinTech
Inntot,Kerala,"Inntot Technologies, is a technology driven company.",Unicorn India Ventures,2020,0.0,Undisclosed,Technology
Ensuredit,Gurugram,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,Venture Catalysts,2020,300000.0,Pre-Series A,Finance and FinTech
Shipsy,Gurugram,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,"DTDC, Udaan Angel Partners",2020,6000000.0,Series A,Technology
ERPNext,Mumbai,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",Rainmatter,2020,1000000.0,Undisclosed,Technology
LightSpeedAI,Bengaluru,Developer of an optoelectronic processor designed to accelerate AI computations.,"YourNest, growX ventures",2020,0.0,Undisclosed,Photonics startup
Grip Invest,Gurugram,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,Gemba Capital,2020,0.0,Pre-Series A,Finance and FinTech
Unacademy,Bengaluru,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Dragoneer Investment Group, Tiger Global Management",2020,0.0,Undisclosed,Education
Yellow Classes,Gurugram,New-age fun-learning platform for kids.,India Quotient,2020,1300000.0,Pre-Series A,Education
Plum,Bengaluru,High quality health insurance and health benefits,"Surge, Tanglin Venture Partners",2020,4100000.0,Undisclosed,Healthcare and Wellness
STAGE,Indore,STAGE is an Indian language content platform for artist-led entertainment.,Venture Catalysts,2020,1000000.0,Undisclosed,Media and Entertainment
Nykaa,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,"Alia Bhatt, Katrina Kaif",2020,0.0,Undisclosed,Cosmetics
Kaagaz Scanner,Unknown,Kaagaz Scanner is the Indian replacement to banned Cam Scanner App.,Pravega Ventures,2020,575000.0,Undisclosed,Apps
NIRA,Bengaluru,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.","Techstars Bangalore Accelerator, Techstars",2020,1000000.0,Undisclosed,Finance and FinTech
Prolixr,Gurugram,A premium skincare brand committed towards building innovative skin care wellness.,"Alfa Ventures, Divij Bajaj",2020,0.0,Seed Round,Healthcare and Wellness
Byju's,Bengaluru,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Owl Ventures, Tiger Global Management",2020,200000000.0,Undisclosed,Education
DaMENSCH,Bengaluru,DaMENSCH is a designer and seller of men's apparel.,"Whiteboard Capital, Matrix Partners India",2020,6000000.0,Undisclosed,E-Commerce and Retail
Country Delight,Chandigarh,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,"Orios Venture Partners, Matrix Partners India",2020,25000000.0,Series C,Agriculture and Food
SignalX,Hyderabad,SignalX offers an artificial intelligence-powered SaaS platform,"9Unicorns, 3Lines VC, Hyderabad Angels",2020,800000.0,Seed Round,Technology
Lancify,Bengaluru,Lancify is building the world's strongest young workforce,"Techstars, Techstars Bangalore Accelerator",2020,300000.0,Undisclosed,Education
Krimanshi,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,"Rajasthan Venture Capital Fund, AIM Smart City",2020,600000.0,Seed Round,Healthcare and Wellness
Instoried,Bengaluru,Instoried is an augmented writing platform which improves customer interest and engagement.,"Venture Catalysts, SOSV",2020,1000000.0,Pre-Series A,Technology
PlayerzPot,Mumbai,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",Undisclosed,2020,3000000.0,Series A,Media and Entertainment
Instamojo,Bengaluru,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.","BASE, Gunosy Capital",2020,0.0,Undisclosed,Finance and FinTech
Turtlemint,Mumbai,Turtlemint has built Indian personalized insurance platform,"Nexus Venture Partners, Dream Incubator",2020,30000000.0,Undisclosed,Healthcare and Wellness
Arata,New Delhi,Arata is an e-commerce site for beauty products and cosmetics.,DSG Consumer Partners,2020,1000000.0,Pre-Series A,E-Commerce and Retail
MPL,Bengaluru,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Pegasus Tech Ventures, Base Partners",2020,5000000.0,Undisclosed,Media and Entertainment
True Balance,Gurugram,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"IBK Capital, SB Partners",2020,28000000.0,Undisclosed,Finance and FinTech
Thrive,Mumbai,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.","Whiteboard Capital, Ahimsa Capital",2020,0.0,Pre-Series A,Agriculture and Food
Kitchens Centre,New Delhi,Kitchens Centre offers turnkey solutions to cloud kitchens.,"Jonathan Swanson, Ankush Gera",2020,0.0,Pre-Series A,Technology
Prescribe,Chennai,Provide online services to patients by leveraging WhatsApp.,Titan Capital,2020,100000.0,Undisclosed,Healthcare and Wellness
Nepra,Ahmedabad,NEPRA Resource Management provides waste management solutions in India.,"Asha Impact, Aavishkaar Venture Capital",2020,18000000.0,Series C,Energy and Environment
inFeedo,Gurugram,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.","Peyush Bansal, Ritesh Malik",2020,3200000.0,Undisclosed,Technology
Shilpa Sciences,Bengaluru,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,AngelList India,2020,0.0,Pre-Series A,Healthcare and Wellness
Arzooo,Bengaluru,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","3Lines, Jabbar Internet Group",2020,0.0,Undisclosed,Technology
MindTickle,Pune,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"Canaan Partners, NewView Capital",2020,100000000.0,Debt Financing,Technology
Slice,Bengaluru,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Better Capital, Gunosy",2020,5000000.0,Debt Financing,Finance and FinTech
Rapawalk,Bengaluru,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Sanjay Ramakrishnan, Ravi Garikipati",2020,300000.0,Seed Round,E-Commerce and Retail
Oga Fit's,Bengaluru,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,9Unicorns,2020,0.0,Pre-Series A,Healthcare and Wellness
LAVAL,Bengaluru,"Laval Cosmetics, affordable makeup for all ages",Jazal Group,2020,0.0,Pre-Series A,Cosmetics
Stride Ventures,New Delhi,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Small Industries Development Bank of India,2020,80000000.0,Undisclosed,Finance and FinTech
BlackSoil,Mumbai,Blacksoil Advisory is an independent boutique advisory firm.,Undisclosed,2020,10000000.0,Undisclosed,Finance and FinTech
Biocon,Bengaluru,"Biocon is a healthcare and technology, company focused on biotechnology.",Goldman Sachs,2020,15000000.0,Undisclosed,Healthcare and Wellness
Clientjoy,Gujarat,Client Management Software For Modern Agencies.,"LetsVenture, Jyotsna Bapat",2020,800000.0,Pre-Series A,Technology
Xpressbees,Pune,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Alibaba Group, InnoVen Capital",2020,100000000.0,Undisclosed,E-Commerce and Retail
GalaxyCard,Gurugram,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,India Accelerator,2020,0.0,Seed Round,Finance and FinTech
Wellness Forever,Mumbai,Wellness Forever is the one-stop destination for wellness,"Poonawalla, Allana Group",2020,100000000.0,Undisclosed,Healthcare and Wellness
MoooFarm,Gurugram,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Navus Ventures, Rockstart",2020,500000.0,Pre-Seed,Agriculture and Food
BitClass,Bengaluru,BitClass is a PaaS solution which helps teachers set up their independent live classes,"AET Japan, Figure Eight Investments, Waterbridge Ventures",2020,2000000.0,Seed Round,PaaS startup
Gonuts,Mumbai,Personalised Video shoutouts from favourite celebrity.,"Sweta Rau, Archana Priyadarshini",2020,400000.0,Seed Round,Media and Entertainment
Uolo,Bengaluru,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,"Rajul Garg, Purvi Capital",2020,2000000.0,Seed Round,Education
Kirana King,Jaipur,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Rajasthan Venture Capital Fund,2020,900000.0,Pre-Series A,E-Commerce and Retail
Jade Forest,New Delhi,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.",Undisclosed,2020,250000.0,Seed Round,Agriculture and Food
iKure,Kolkata,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",2020,0.0,Undisclosed,Healthcare and Wellness
FrontRow,Bengaluru,"Comprehensive courses, taught by idols.","Lightspeed, Elevation, Deepika Padukone",2020,3200000.0,Seed Round,Education
Reliance Retail,Mumbai,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,"Abu Dhabi Investment Authority, GIC",2020,10000000.0,Undisclosed,E-Commerce and Retail
Ather Energy,Bengaluru,Ather Energy is a manufacturer of electric scooters.,HeroMotoCorp Ltd and Sachin Bansal,2020,35000000.0,Series D,Transportation and Mobility
Routematic,Bengaluru,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,"VAMM Ventures, Naresh Malhotra",2020,2000000.0,Undisclosed,Technology
LivFin,New Delhi,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),"DEG, KFW DEG",2020,4700000.0,Undisclosed,Finance and FinTech
Universal Sportsbiz Pvt Ltd,Bengaluru,A fashion startup based in Bengaluru.,"Accel, Alteria Capital",2020,0.0,Undisclosed,Consumer Goods
Lattu Kids,Mumbai,Lattu kids is an edutainment platform for preschool kids.,Mumbai Angels Network,2020,0.0,Undisclosed,Education
Eggoz,Indore,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","AVANA Capital, Rebright Partners",2020,1500000.0,Pre-Series A,Agriculture and Food
Steradian Semiconductors,Bengaluru,Semiconductor company focused on CMOS millimeter wave products for Radar.,Endiya Partners.,2020,0.0,Undisclosed,Technology
CHARGE+ZONE,Gujarat,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",Mumbai Angels,2020,3000000.0,Pre-Series A,Transportation and Mobility
Stones2milestones,Gurugram,Stones2milestones is India (Delhi) Based EdTech Company,"Menterra Venture Advisors, Emandi Sankara Rao",2020,2000000.0,Bridge,Education
AjnaLens,Thane,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Mohsin Hani Al Bahrani, MoD",2020,1000000.0,Bridge,Technology
Gully Network,Bengaluru,Gully Network is a tech-enabled network of mid-sized grocery stores.,"CP Ventures, Orios Venture Partners",2020,1200000.0,Pre-Series A,E-Commerce and Retail
TurboHire,Hyderabad,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Kia Ora Ventures, Pentathlon Ventures",2020,1000000.0,Seed Round,Technology
Traya,Mumbai,work with our customers closely to get their hair health sorted for long-term effective results,"Kae Capital, Whiteboard Capital",2020,0.0,Seed Round,Healthcare and Wellness
Charcoal Eats,Mumbai,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",Lokmat Investments,2020,2000000.0,Undisclosed,Agriculture and Food
Mitron TV,Bengaluru,Mitron is a free short videoplatform for next generation,9Unicorns,2020,0.0,Undisclosed,Media and Entertainment
Svami,Mumbai,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,"Niren Shah, Rukam Capital Trust",2020,800000.0,Undisclosed,Agriculture and Food
Dhurnia,Dhingsara,Developer of an online learning platform intended for various competitive exam preparations.,"Chandigarh Angels Network, Modulor Capital",2020,100000.0,Undisclosed,Education
Expertrons,Mumbai,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,"Rohit Chanana, Sukanta Ganguly",2020,0.0,Undisclosed,Education
Bizlog,Bengaluru,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,IAN Fund,2020,1000000.0,Undisclosed,Transportation and Mobility
Tamasha.live,Mumbai,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.","9Unicorns, Titan Capital, FirstCheque",2020,300000.0,Undisclosed,Media and Entertainment
Fedo,Bengaluru,Artificial Intelligence based Credit Score for Health,AIM Smart City,2020,1000000.0,Undisclosed,Technology
FabHotels,Gurugram,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"RB Investments Pte. Ltd, Goldman Sachs",2020,1000000.0,Undisclosed,Technology
Freshokartz,Jaipur,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Rajasthan Venture Capital Fund, Innovana Thinklabs",2020,1000000.0,Pre-Series A,Agriculture and Food
FlexiLoans,Mumbai,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",>Vikram Sud,2020,6000000.0,Debt Financing,Finance and FinTech
Agrix,Patna,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",Maple Capital Advisors,2020,0.0,Undisclosed,Agriculture and Food
BharatAgri,Pune,A Smart Farming Technology Platform for Indian Farmers,"021 Capital, India Quotient",2020,0.0,Pre-Series A,Agriculture and Food
FreshtoHome,Bengaluru,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,"Ascent Capital, Iron Pillar",2020,121000000.0,Series C,E-Commerce and Retail
Credable,Mumbai,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Oaks Asset Management,2020,4500000.0,Undisclosed,Finance and FinTech
Railofy,Mumbai,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Roots Ventures, Better Capital",2020,5000000.0,Seed Round,Transportation and Mobility
Finova Capital,Jaipur,Finova Capital is a non-banking financial company.,"Sequoia Capital India, Faering Capital",2020,55000000.0,Undisclosed,Finance and FinTech
Teachmint,Bengaluru,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,Lightspeed India,2020,3500000.0,Seed Round,Education
Peel-Works,Mumbai,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,"CESC Ventures, Brun Raschle",2020,3000000.0,Undisclosed,E-Commerce and Retail
Janani,Bengaluru,Janani aims to make the process of infertility treatment and assisted fertilisation easier,9Unicorns,2020,200000.0,Pre-Seed,Technology
Credgenics,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Accel, Sunder Nookala",2020,3300000.0,Seed Round,Finance and FinTech
Finelistings,New Delhi,A Used Luxury Car Marketplace,Justdial,2020,0.0,Undisclosed,Transportation and Mobility
Wellversed,New Delhi,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,"KLUB Works, Shankar Narayanan",2020,0.0,Pre-Series A,Healthcare and Wellness
Jumbotail,Bengaluru,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",Nexus Venture Partners and 23 High Networth Individuals (HNIs),2020,11000000.0,Series B,E-Commerce and Retail
Winzo,New Delhi,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,"Makers Fund, Courtside Ventures",2020,2000000.0,Undisclosed,Media and Entertainment
mCaffeine,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","RPSG Ventures, Amicus Capital",2020,5000000.0,Series B,Cosmetics
Pocket FM,Bengaluru,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,"Times Group, Lightspeed",2020,5000000.0,Series A,FM
Snackible,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,"Mumbai Angels, Murali Nair",2020,0.0,Bridge,Healthcare and Wellness
FreshtoHome,Bengaluru,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,"Ascent Capital, Iron Pillar",2020,16000000.0,Undisclosed,E-Commerce and Retail
Jumbotail,Bengaluru,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,"Nexus Venture Partners, Capria Ventures",2020,11000000.0,Series B,E-Commerce and Retail
Nykaa,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,"Katrina Kaif, Steadview Capital",2020,0.0,Undisclosed,E-Commerce and Retail
TagZ Foods,Bengaluru,TagZ Foods is a supplier of snacks and food products.,"Exfinity Venture Partners, Shesh Kondi",2020,0.0,Undisclosed,Agriculture and Food
Genius Teacher,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Sandeep Tandon, Daniel Lapus",2020,2000000.0,Undisclosed,Education
Krimanshi Feeds,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,"Rajasthan Venture Capital Fund, AIM Smart City",2020,500000.0,Undisclosed,Agriculture and Food
Origo,Gurugram,Provider of marketing and warehousing services for agricultural commodities.,Northern Arc Capital,2020,4000000.0,Debt Financing,Agriculture and Food
GetVantage,Mumbai,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,"Samyakth Capital, Venture Catalysts",2020,5000000.0,Seed Round,Finance and FinTech
Betterplace,Bengaluru,Developer of a digital verification platform designed to manage the semi-formal workforce.,Jungle Ventures,2020,10000000.0,Series B,Technology
Biddano,Mumbai,India's 1st tech-enabled healthcare logistics platform.,Windrose Capital,2020,600000.0,Pre-Series A,Healthcare and Wellness
InVideo,Mumbai,InVideo enables you to transform your content into great videos.,"Base Partners, Sequoia Capital India",2020,15000000.0,Series A,Media and Entertainment
Arzooo,Bengaluru,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales","3Lines, Jabbar Internet Group",2020,7500000.0,Series A,E-Commerce and Retail
BASIC Home Loan,Gurugram,"A platform for automating home loans for middle and low-income households in India,",Picus Capital,2020,5000000.0,Seed Round,Finance and FinTech
SUGAR cosmetics,Mumbai,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,"A91 Partners, RB Investments Pte. Ltd",2020,2000000.0,Debt Financing,Cosmetics
Signzy,Bengaluru,It is creating 'building blocks for a Digital Trust system.,"GenNext Ventures, Contrarian Drishti Partners",2020,5400000.0,Undisclosed,Finance and FinTech
Ahaguru,Chennai,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",Anand Mahindra,2020,0.0,Series A,Education
EzeRx,Kolkata,Developer and manufacturer of medical devices,"Indian Oil Corporation, Krishna Chakravarty",2020,200000.0,Seed Round,Healthcare and Wellness
Genius Teacher,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Whiteboard Capital, VKG Ventures LLP.",2020,2000000.0,Undisclosed,Education
Ultraviolette Automotive,Bengaluru,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,TVS Motor Company,2020,4000000.0,Series B,Transportation and Mobility
Tring,Mumbai,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.","Sujeet Kumar, Hemesh Singh",2020,0.0,Undisclosed,Media and Entertainment
Rare Planet,Kolkata,Rare Planet sells handicrafts made by local artisans.,Venture Catalysts,2020,400000.0,Pre-Series A,E-Commerce and Retail
GoodGamer,Bengaluru,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,Undisclosed,2020,2500000.0,Seed Round,Media and Entertainment
InnAccel,Bengaluru,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",Mount Judi Ventures,2020,1500000.0,Pre-Series A,Healthcare and Wellness
SoOLEGAL,New Delhi,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",Undisclosed,2020,4000000.0,Undisclosed,Professional Services
HobSpace,Mumbai,India's Activity Hub for Kids,Artha Venture,2020,200000.0,Seed Round,Education
Supplynote,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,"MOX, SOSV",2020,500000.0,Seed Round,Technology
Hire Me Car,Noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,Undisclosed,2020,0.0,Seed Round,Transportation and Mobility
Harmonizer India,Bengaluru,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",Kapil Dev,2020,0.0,Undisclosed,Technology
Zomato,Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,"Kora, Tiger Global Management",2020,52000000.0,Undisclosed,Agriculture and Food
Dukaan,Mumbai,Developer of an android application designed for businesses to sell online.,"Lightspeed, Matrix Partners.",2020,6000000.0,Seed Round,Technology
CredR,Mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,"Eight Roads Ventures, On Mauritius",2020,2000000.0,Undisclosed,E-Commerce and Retail
Satyukt,Bengaluru,An agritech company that provides business to business (B2B) agricultural data,"NABVENTURES, Social Alpha (India)",2020,500000.0,Seed Round,Technology
RACEnergy,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,"growX Ventures, Huddle (Incubator)",2020,0.0,Undisclosed,Transportation and Mobility
TREAD,Bengaluru,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,"Better Capital, Kunal Shah, Gaurav Munjal",2020,1100000.0,Pre-Seed,Healthcare and Wellness
Anveshan,Bengaluru,Provide quality and healthy food products,Titan Capital,2020,100000.0,Pre-Seed,Agriculture and Food
TeaMonk,Bengaluru,India's Finest Specialty Tea company.,"Lead Angels Network, Roots Ventures",2020,900000.0,Pre-Series A,Agriculture and Food
Fleetx,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.","Rohit Bansal, Rohan Ranavat",2020,3000000.0,Pre-Series A,Technology
ReNEWate,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",Real Estate Accelerator Program,2020,0.0,Pre-Seed,Real Estate and Construction
